,Accident ID,Severity
289,1431,Significant_Damage_And_Fatalities
290,1432,Significant_Damage_And_Fatalities
291,1437,Significant_Damage_And_Fatalities
292,1439,Significant_Damage_And_Serious_Injuries
293,1440,Significant_Damage_And_Fatalities
294,1441,Significant_Damage_And_Serious_Injuries
295,1442,Minor_Damage_And_Injuries
296,1448,Significant_Damage_And_Fatalities
297,1450,Significant_Damage_And_Fatalities
298,1453,Significant_Damage_And_Fatalities
299,1454,Significant_Damage_And_Serious_Injuries
300,1460,Minor_Damage_And_Injuries
301,1461,Significant_Damage_And_Serious_Injuries
302,1473,Minor_Damage_And_Injuries
303,1481,Significant_Damage_And_Fatalities
304,1488,Highly_Fatal_And_Damaging
305,1499,Highly_Fatal_And_Damaging
306,1502,Minor_Damage_And_Injuries
307,1505,Significant_Damage_And_Serious_Injuries
308,1511,Minor_Damage_And_Injuries
309,1516,Minor_Damage_And_Injuries
310,1523,Significant_Damage_And_Serious_Injuries
311,1527,Significant_Damage_And_Serious_Injuries
312,1560,Significant_Damage_And_Serious_Injuries
313,1566,Significant_Damage_And_Fatalities
314,1567,Significant_Damage_And_Serious_Injuries
315,1568,Significant_Damage_And_Serious_Injuries
316,1569,Highly_Fatal_And_Damaging
317,1570,Significant_Damage_And_Serious_Injuries
318,1576,Significant_Damage_And_Fatalities
319,1589,Minor_Damage_And_Injuries
320,1592,Significant_Damage_And_Fatalities
321,1598,Significant_Damage_And_Serious_Injuries
322,1599,Significant_Damage_And_Serious_Injuries
323,1600,Significant_Damage_And_Serious_Injuries
324,1607,Significant_Damage_And_Serious_Injuries
325,1608,Minor_Damage_And_Injuries
326,1611,Significant_Damage_And_Fatalities
327,1613,Highly_Fatal_And_Damaging
328,1623,Highly_Fatal_And_Damaging
329,1647,Highly_Fatal_And_Damaging
330,1649,Minor_Damage_And_Injuries
331,1658,Significant_Damage_And_Serious_Injuries
332,1662,Significant_Damage_And_Serious_Injuries
333,1668,Minor_Damage_And_Injuries
334,1676,Minor_Damage_And_Injuries
335,1678,Significant_Damage_And_Fatalities
336,1682,Significant_Damage_And_Serious_Injuries
337,1690,Highly_Fatal_And_Damaging
338,1701,Highly_Fatal_And_Damaging
339,1710,Significant_Damage_And_Fatalities
340,1723,Significant_Damage_And_Fatalities
341,1725,Significant_Damage_And_Fatalities
342,1747,Significant_Damage_And_Serious_Injuries
343,1748,Minor_Damage_And_Injuries
344,1754,Significant_Damage_And_Serious_Injuries
345,1756,Significant_Damage_And_Serious_Injuries
346,1757,Significant_Damage_And_Fatalities
347,1770,Significant_Damage_And_Fatalities
348,1774,Minor_Damage_And_Injuries
349,1776,Minor_Damage_And_Injuries
350,1789,Significant_Damage_And_Serious_Injuries
351,1794,Highly_Fatal_And_Damaging
352,1804,Minor_Damage_And_Injuries
353,1806,Significant_Damage_And_Fatalities
354,1807,Significant_Damage_And_Fatalities
355,1811,Minor_Damage_And_Injuries
356,1814,Significant_Damage_And_Fatalities
357,1826,Significant_Damage_And_Serious_Injuries
358,1832,Significant_Damage_And_Serious_Injuries
359,1835,Significant_Damage_And_Fatalities
360,1839,Highly_Fatal_And_Damaging
361,1840,Highly_Fatal_And_Damaging
362,1848,Minor_Damage_And_Injuries
363,1849,Significant_Damage_And_Fatalities
364,1850,Significant_Damage_And_Fatalities
365,1854,Highly_Fatal_And_Damaging
366,1861,Highly_Fatal_And_Damaging
367,1866,Significant_Damage_And_Fatalities
368,1868,Minor_Damage_And_Injuries
369,1872,Minor_Damage_And_Injuries
370,1875,Significant_Damage_And_Fatalities
371,1877,Highly_Fatal_And_Damaging
372,1879,Highly_Fatal_And_Damaging
373,1880,Minor_Damage_And_Injuries
374,1892,Significant_Damage_And_Fatalities
375,1896,Significant_Damage_And_Serious_Injuries
376,1898,Highly_Fatal_And_Damaging
377,1899,Significant_Damage_And_Serious_Injuries
378,1903,Minor_Damage_And_Injuries
379,1909,Significant_Damage_And_Fatalities
380,1912,Significant_Damage_And_Serious_Injuries
381,1920,Highly_Fatal_And_Damaging
382,1933,Significant_Damage_And_Fatalities
383,1940,Significant_Damage_And_Fatalities
384,1941,Minor_Damage_And_Injuries
385,1944,Significant_Damage_And_Fatalities
386,1946,Highly_Fatal_And_Damaging
387,1950,Minor_Damage_And_Injuries
388,1955,Significant_Damage_And_Fatalities
389,1957,Significant_Damage_And_Serious_Injuries
390,1958,Significant_Damage_And_Fatalities
391,1965,Significant_Damage_And_Fatalities
392,1971,Significant_Damage_And_Fatalities
393,1974,Significant_Damage_And_Serious_Injuries
394,1980,Significant_Damage_And_Serious_Injuries
395,1984,Highly_Fatal_And_Damaging
396,1990,Highly_Fatal_And_Damaging
397,1991,Significant_Damage_And_Serious_Injuries
398,1994,Significant_Damage_And_Fatalities
399,1997,Minor_Damage_And_Injuries
400,2006,Significant_Damage_And_Serious_Injuries
401,2008,Significant_Damage_And_Serious_Injuries
402,2013,Significant_Damage_And_Fatalities
403,2015,Minor_Damage_And_Injuries
404,2016,Significant_Damage_And_Fatalities
405,2021,Minor_Damage_And_Injuries
406,2023,Highly_Fatal_And_Damaging
407,2038,Significant_Damage_And_Fatalities
408,2040,Minor_Damage_And_Injuries
409,2048,Significant_Damage_And_Fatalities
410,2063,Minor_Damage_And_Injuries
411,2073,Minor_Damage_And_Injuries
412,2075,Significant_Damage_And_Serious_Injuries
413,2081,Significant_Damage_And_Serious_Injuries
414,2082,Significant_Damage_And_Serious_Injuries
415,2086,Minor_Damage_And_Injuries
416,2090,Significant_Damage_And_Fatalities
417,2091,Significant_Damage_And_Serious_Injuries
418,2094,Minor_Damage_And_Injuries
419,2096,Highly_Fatal_And_Damaging
420,2097,Significant_Damage_And_Serious_Injuries
421,2101,Significant_Damage_And_Serious_Injuries
422,2103,Minor_Damage_And_Injuries
423,2106,Significant_Damage_And_Fatalities
424,2107,Highly_Fatal_And_Damaging
425,2113,Minor_Damage_And_Injuries
426,2122,Significant_Damage_And_Fatalities
427,2123,Significant_Damage_And_Fatalities
428,2132,Significant_Damage_And_Fatalities
429,2134,Significant_Damage_And_Serious_Injuries
430,2141,Significant_Damage_And_Serious_Injuries
431,2145,Significant_Damage_And_Fatalities
432,2147,Significant_Damage_And_Serious_Injuries
433,2149,Minor_Damage_And_Injuries
434,2155,Significant_Damage_And_Serious_Injuries
435,2161,Minor_Damage_And_Injuries
436,2177,Minor_Damage_And_Injuries
437,2179,Highly_Fatal_And_Damaging
438,2182,Highly_Fatal_And_Damaging
439,2192,Minor_Damage_And_Injuries
440,2195,Highly_Fatal_And_Damaging
441,2196,Minor_Damage_And_Injuries
442,2197,Significant_Damage_And_Serious_Injuries
443,2199,Significant_Damage_And_Serious_Injuries
444,2204,Minor_Damage_And_Injuries
445,2206,Significant_Damage_And_Fatalities
446,2212,Significant_Damage_And_Fatalities
447,2215,Significant_Damage_And_Serious_Injuries
448,2217,Highly_Fatal_And_Damaging
449,2220,Significant_Damage_And_Fatalities
450,2222,Significant_Damage_And_Serious_Injuries
451,2227,Minor_Damage_And_Injuries
452,2239,Significant_Damage_And_Serious_Injuries
453,2241,Minor_Damage_And_Injuries
454,2246,Significant_Damage_And_Fatalities
455,2254,Significant_Damage_And_Fatalities
456,2255,Significant_Damage_And_Serious_Injuries
457,2259,Significant_Damage_And_Serious_Injuries
458,2263,Significant_Damage_And_Serious_Injuries
459,2264,Minor_Damage_And_Injuries
460,2269,Significant_Damage_And_Fatalities
461,2281,Minor_Damage_And_Injuries
462,2284,Highly_Fatal_And_Damaging
463,2285,Highly_Fatal_And_Damaging
464,2292,Significant_Damage_And_Fatalities
465,2293,Highly_Fatal_And_Damaging
466,2299,Significant_Damage_And_Serious_Injuries
467,2301,Significant_Damage_And_Serious_Injuries
468,2302,Significant_Damage_And_Serious_Injuries
469,2303,Minor_Damage_And_Injuries
470,2307,Minor_Damage_And_Injuries
471,2315,Minor_Damage_And_Injuries
472,2316,Minor_Damage_And_Injuries
473,2317,Minor_Damage_And_Injuries
474,2320,Significant_Damage_And_Serious_Injuries
475,2322,Highly_Fatal_And_Damaging
476,2334,Significant_Damage_And_Serious_Injuries
477,2336,Significant_Damage_And_Fatalities
478,2342,Significant_Damage_And_Serious_Injuries
479,2343,Highly_Fatal_And_Damaging
480,2349,Minor_Damage_And_Injuries
481,2354,Significant_Damage_And_Serious_Injuries
482,2357,Significant_Damage_And_Fatalities
483,2364,Highly_Fatal_And_Damaging
484,2370,Significant_Damage_And_Serious_Injuries
485,2379,Minor_Damage_And_Injuries
486,2389,Minor_Damage_And_Injuries
487,2400,Minor_Damage_And_Injuries
488,2402,Significant_Damage_And_Serious_Injuries
489,2406,Significant_Damage_And_Serious_Injuries
490,2427,Highly_Fatal_And_Damaging
491,2429,Minor_Damage_And_Injuries
492,2435,Significant_Damage_And_Serious_Injuries
493,2438,Significant_Damage_And_Serious_Injuries
494,2439,Significant_Damage_And_Serious_Injuries
495,2449,Minor_Damage_And_Injuries
496,2454,Significant_Damage_And_Serious_Injuries
497,2455,Highly_Fatal_And_Damaging
498,2462,Minor_Damage_And_Injuries
499,2471,Minor_Damage_And_Injuries
500,2472,Minor_Damage_And_Injuries
501,2475,Significant_Damage_And_Serious_Injuries
502,2476,Minor_Damage_And_Injuries
503,2483,Minor_Damage_And_Injuries
504,2485,Highly_Fatal_And_Damaging
505,2488,Significant_Damage_And_Serious_Injuries
506,2492,Significant_Damage_And_Serious_Injuries
507,2494,Significant_Damage_And_Serious_Injuries
508,2504,Minor_Damage_And_Injuries
509,2510,Significant_Damage_And_Fatalities
510,2516,Minor_Damage_And_Injuries
511,2517,Significant_Damage_And_Fatalities
512,2519,Significant_Damage_And_Serious_Injuries
513,2527,Significant_Damage_And_Fatalities
514,2529,Significant_Damage_And_Fatalities
515,2540,Significant_Damage_And_Fatalities
516,2546,Significant_Damage_And_Fatalities
517,2553,Significant_Damage_And_Fatalities
518,2554,Significant_Damage_And_Serious_Injuries
519,2558,Highly_Fatal_And_Damaging
520,2572,Highly_Fatal_And_Damaging
521,2585,Significant_Damage_And_Serious_Injuries
522,2587,Minor_Damage_And_Injuries
523,2597,Highly_Fatal_And_Damaging
524,2599,Significant_Damage_And_Fatalities
525,2600,Significant_Damage_And_Serious_Injuries
526,2601,Highly_Fatal_And_Damaging
527,2608,Significant_Damage_And_Fatalities
528,2613,Significant_Damage_And_Fatalities
529,2616,Minor_Damage_And_Injuries
530,2619,Significant_Damage_And_Fatalities
531,2620,Significant_Damage_And_Fatalities
532,2621,Significant_Damage_And_Fatalities
533,2622,Significant_Damage_And_Fatalities
534,2623,Minor_Damage_And_Injuries
535,2634,Significant_Damage_And_Fatalities
536,2636,Significant_Damage_And_Serious_Injuries
537,2640,Significant_Damage_And_Fatalities
538,2643,Highly_Fatal_And_Damaging
539,2646,Significant_Damage_And_Serious_Injuries
540,2651,Significant_Damage_And_Serious_Injuries
541,2653,Minor_Damage_And_Injuries
542,2654,Significant_Damage_And_Serious_Injuries
543,2657,Highly_Fatal_And_Damaging
544,2658,Highly_Fatal_And_Damaging
545,2664,Significant_Damage_And_Fatalities
546,2667,Significant_Damage_And_Serious_Injuries
547,2668,Minor_Damage_And_Injuries
548,2680,Significant_Damage_And_Fatalities
549,2682,Significant_Damage_And_Fatalities
550,2692,Minor_Damage_And_Injuries
551,2693,Significant_Damage_And_Serious_Injuries
552,2695,Highly_Fatal_And_Damaging
553,2697,Highly_Fatal_And_Damaging
554,2698,Highly_Fatal_And_Damaging
555,2703,Significant_Damage_And_Fatalities
556,2718,Minor_Damage_And_Injuries
557,2728,Significant_Damage_And_Serious_Injuries
558,2729,Significant_Damage_And_Serious_Injuries
559,2736,Minor_Damage_And_Injuries
560,2737,Significant_Damage_And_Fatalities
561,2738,Minor_Damage_And_Injuries
562,2739,Significant_Damage_And_Serious_Injuries
563,2746,Significant_Damage_And_Fatalities
564,2750,Significant_Damage_And_Serious_Injuries
565,2755,Minor_Damage_And_Injuries
566,2764,Highly_Fatal_And_Damaging
567,2767,Significant_Damage_And_Serious_Injuries
568,2769,Highly_Fatal_And_Damaging
569,2772,Minor_Damage_And_Injuries
570,2777,Highly_Fatal_And_Damaging
571,2778,Highly_Fatal_And_Damaging
572,2779,Significant_Damage_And_Serious_Injuries
573,2780,Highly_Fatal_And_Damaging
574,2785,Minor_Damage_And_Injuries
575,2793,Significant_Damage_And_Fatalities
576,2801,Significant_Damage_And_Serious_Injuries
577,2814,Minor_Damage_And_Injuries
578,2821,Significant_Damage_And_Serious_Injuries
579,2828,Significant_Damage_And_Serious_Injuries
580,2834,Highly_Fatal_And_Damaging
581,2844,Significant_Damage_And_Fatalities
582,2848,Minor_Damage_And_Injuries
583,2850,Significant_Damage_And_Serious_Injuries
584,2852,Significant_Damage_And_Serious_Injuries
585,2860,Significant_Damage_And_Serious_Injuries
586,2861,Minor_Damage_And_Injuries
587,2864,Significant_Damage_And_Serious_Injuries
588,2868,Significant_Damage_And_Serious_Injuries
589,2886,Significant_Damage_And_Serious_Injuries
590,2887,Minor_Damage_And_Injuries
591,2890,Significant_Damage_And_Fatalities
592,2892,Minor_Damage_And_Injuries
593,2907,Significant_Damage_And_Fatalities
594,2908,Minor_Damage_And_Injuries
595,2909,Significant_Damage_And_Fatalities
596,2914,Significant_Damage_And_Fatalities
597,2917,Significant_Damage_And_Fatalities
598,2923,Significant_Damage_And_Serious_Injuries
599,2924,Highly_Fatal_And_Damaging
600,2934,Minor_Damage_And_Injuries
601,2937,Minor_Damage_And_Injuries
602,2945,Minor_Damage_And_Injuries
603,2948,Minor_Damage_And_Injuries
604,2950,Significant_Damage_And_Fatalities
605,2953,Minor_Damage_And_Injuries
606,2955,Significant_Damage_And_Serious_Injuries
607,2959,Minor_Damage_And_Injuries
608,2971,Minor_Damage_And_Injuries
609,2974,Minor_Damage_And_Injuries
610,2987,Significant_Damage_And_Serious_Injuries
611,2994,Highly_Fatal_And_Damaging
612,2995,Significant_Damage_And_Fatalities
613,3003,Significant_Damage_And_Fatalities
614,3013,Significant_Damage_And_Serious_Injuries
615,3014,Minor_Damage_And_Injuries
616,3015,Significant_Damage_And_Fatalities
617,3028,Significant_Damage_And_Serious_Injuries
618,3041,Minor_Damage_And_Injuries
619,3053,Significant_Damage_And_Serious_Injuries
620,3057,Minor_Damage_And_Injuries
621,3059,Highly_Fatal_And_Damaging
622,3060,Significant_Damage_And_Serious_Injuries
623,3069,Significant_Damage_And_Serious_Injuries
624,3071,Significant_Damage_And_Fatalities
625,3072,Significant_Damage_And_Fatalities
626,3082,Highly_Fatal_And_Damaging
627,3084,Significant_Damage_And_Serious_Injuries
628,3086,Significant_Damage_And_Fatalities
629,3098,Minor_Damage_And_Injuries
630,3100,Minor_Damage_And_Injuries
631,3102,Highly_Fatal_And_Damaging
632,3110,Significant_Damage_And_Fatalities
633,3111,Significant_Damage_And_Serious_Injuries
634,3118,Significant_Damage_And_Fatalities
635,3119,Significant_Damage_And_Fatalities
636,3125,Highly_Fatal_And_Damaging
637,3133,Significant_Damage_And_Serious_Injuries
638,3136,Significant_Damage_And_Fatalities
639,3141,Highly_Fatal_And_Damaging
640,3149,Significant_Damage_And_Fatalities
641,3150,Significant_Damage_And_Fatalities
642,3155,Highly_Fatal_And_Damaging
643,3156,Highly_Fatal_And_Damaging
644,3160,Minor_Damage_And_Injuries
645,3163,Significant_Damage_And_Fatalities
646,3175,Significant_Damage_And_Serious_Injuries
647,3180,Significant_Damage_And_Serious_Injuries
648,3188,Highly_Fatal_And_Damaging
649,3192,Significant_Damage_And_Serious_Injuries
650,3193,Minor_Damage_And_Injuries
651,3197,Significant_Damage_And_Fatalities
652,3201,Significant_Damage_And_Fatalities
653,3204,Highly_Fatal_And_Damaging
